Frame,Num_Receptors,LargestClusterSize,Fraction
223,200,164,0.82
224,200,149,0.745
225,200,163,0.815
226,200,163,0.815
227,200,148,0.74
228,200,158,0.79
229,200,161,0.805
230,200,163,0.815
231,200,156,0.78
232,200,149,0.745
233,200,156,0.78
234,200,163,0.815
235,200,159,0.795
236,200,159,0.795
237,200,154,0.77
238,200,154,0.77
239,200,154,0.77
240,200,159,0.795
241,200,153,0.765
242,200,152,0.76
243,200,160,0.8
244,200,157,0.785
245,200,160,0.8
246,200,151,0.755
247,200,143,0.715
248,200,153,0.765
249,200,151,0.755
250,200,155,0.775
251,200,146,0.73
252,200,154,0.77
253,200,154,0.77
254,200,152,0.76
255,200,145,0.725
256,200,156,0.78
257,200,144,0.72
258,200,139,0.695
259,200,147,0.735
260,200,155,0.775
261,200,163,0.815
262,200,157,0.785
263,200,161,0.805
264,200,156,0.78
265,200,153,0.765
266,200,144,0.72
267,200,156,0.78
268,200,151,0.755
269,200,151,0.755
270,200,151,0.755
271,200,149,0.745
272,200,148,0.74
273,200,153,0.765
274,200,146,0.73
275,200,150,0.75
276,200,147,0.735
277,200,149,0.745
278,200,160,0.8
279,200,155,0.775
280,200,157,0.785
281,200,151,0.755
282,200,145,0.725
283,200,146,0.73
284,200,145,0.725
285,200,144,0.72
286,200,146,0.73
287,200,154,0.77
288,200,153,0.765
289,200,155,0.775
290,200,142,0.71
291,200,155,0.775
292,200,158,0.79
293,200,157,0.785
294,200,159,0.795
295,200,171,0.855
296,200,162,0.81
297,200,157,0.785
298,200,160,0.8
299,200,155,0.775
300,200,156,0.78
301,200,151,0.755
302,200,155,0.775
303,200,145,0.725
304,200,144,0.72
305,200,149,0.745
306,200,162,0.81
307,200,148,0.74
308,200,157,0.785
309,200,149,0.745
310,200,154,0.77
311,200,154,0.77
312,200,160,0.8
313,200,160,0.8
314,200,153,0.765
315,200,151,0.755
316,200,164,0.82
317,200,155,0.775
318,200,150,0.75
319,200,141,0.705
320,200,134,0.67
321,200,143,0.715
322,200,154,0.77
323,200,148,0.74
324,200,155,0.775
325,200,160,0.8
326,200,160,0.8
327,200,148,0.74
328,200,147,0.735
329,200,148,0.74
330,200,149,0.745
331,200,146,0.73
332,200,159,0.795
333,200,147,0.735
334,200,148,0.74
335,200,140,0.7
336,200,150,0.75
337,200,147,0.735
338,200,150,0.75
339,200,154,0.77
340,200,138,0.69
341,200,138,0.69
342,200,153,0.765
343,200,150,0.75
344,200,154,0.77
345,200,165,0.825
346,200,165,0.825
347,200,154,0.77
348,200,164,0.82
349,200,165,0.825
350,200,156,0.78
351,200,156,0.78
352,200,141,0.705
353,200,139,0.695
354,200,147,0.735
355,200,151,0.755
356,200,151,0.755
357,200,145,0.725
358,200,149,0.745
359,200,149,0.745
360,200,161,0.805
361,200,152,0.76
362,200,148,0.74
363,200,145,0.725
364,200,147,0.735
365,200,159,0.795
366,200,155,0.775
367,200,154,0.77
368,200,159,0.795
369,200,155,0.775
370,200,145,0.725
371,200,156,0.78
372,200,156,0.78
373,200,150,0.75
374,200,146,0.73
375,200,147,0.735
376,200,154,0.77
377,200,149,0.745
378,200,159,0.795
379,200,160,0.8
380,200,156,0.78
381,200,164,0.82
382,200,156,0.78
383,200,153,0.765
384,200,156,0.78
385,200,154,0.77
386,200,159,0.795
387,200,152,0.76
388,200,160,0.8
389,200,154,0.77
390,200,155,0.775
391,200,148,0.74
392,200,153,0.765
393,200,151,0.755
394,200,162,0.81
395,200,166,0.83
396,200,160,0.8
397,200,158,0.79
398,200,159,0.795
399,200,157,0.785
