Frame,Num_Receptors,Receptors_in_Cluster,Total_Receptors,Fraction_Receptors
233,200,152,200,0.76
234,200,158,200,0.79
235,200,151,200,0.755
236,200,153,200,0.765
237,200,149,200,0.745
238,200,152,200,0.76
239,200,153,200,0.765
240,200,152,200,0.76
241,200,149,200,0.745
242,200,146,200,0.73
243,200,155,200,0.775
244,200,154,200,0.77
245,200,156,200,0.78
246,200,148,200,0.74
247,200,137,200,0.685
248,200,147,200,0.735
249,200,149,200,0.745
250,200,144,200,0.72
251,200,139,200,0.695
252,200,148,200,0.74
253,200,147,200,0.735
254,200,146,200,0.73
255,200,144,200,0.72
256,200,144,200,0.72
257,200,140,200,0.7
258,200,133,200,0.665
259,200,142,200,0.71
260,200,148,200,0.74
261,200,158,200,0.79
262,200,151,200,0.755
263,200,154,200,0.77
264,200,151,200,0.755
265,200,146,200,0.73
266,200,144,200,0.72
267,200,148,200,0.74
268,200,143,200,0.715
269,200,141,200,0.705
270,200,149,200,0.745
271,200,141,200,0.705
272,200,143,200,0.715
273,200,145,200,0.725
274,200,146,200,0.73
275,200,148,200,0.74
276,200,146,200,0.73
277,200,143,200,0.715
278,200,155,200,0.775
279,200,151,200,0.755
280,200,148,200,0.74
281,200,148,200,0.74
282,200,140,200,0.7
283,200,135,200,0.675
284,200,142,200,0.71
285,200,134,200,0.67
286,200,141,200,0.705
287,200,146,200,0.73
288,200,146,200,0.73
289,200,152,200,0.76
290,200,142,200,0.71
291,200,147,200,0.735
292,200,154,200,0.77
293,200,152,200,0.76
294,200,160,200,0.8
295,200,162,200,0.81
296,200,160,200,0.8
297,200,146,200,0.73
298,200,156,200,0.78
299,200,149,200,0.745
300,200,155,200,0.775
301,200,150,200,0.75
302,200,146,200,0.73
303,200,142,200,0.71
304,200,139,200,0.695
305,200,150,200,0.75
306,200,154,200,0.77
307,200,143,200,0.715
308,200,148,200,0.74
309,200,142,200,0.71
310,200,143,200,0.715
311,200,150,200,0.75
312,200,152,200,0.76
313,200,150,200,0.75
314,200,148,200,0.74
315,200,143,200,0.715
316,200,151,200,0.755
317,200,146,200,0.73
318,200,148,200,0.74
319,200,136,200,0.68
320,200,127,200,0.635
321,200,141,200,0.705
322,200,148,200,0.74
323,200,144,200,0.72
324,200,145,200,0.725
325,200,157,200,0.785
326,200,153,200,0.765
327,200,139,200,0.695
328,200,143,200,0.715
329,200,147,200,0.735
330,200,145,200,0.725
331,200,142,200,0.71
332,200,153,200,0.765
333,200,140,200,0.7
334,200,135,200,0.675
335,200,137,200,0.685
336,200,142,200,0.71
337,200,146,200,0.73
338,200,145,200,0.725
339,200,149,200,0.745
340,200,139,200,0.695
341,200,134,200,0.67
342,200,147,200,0.735
343,200,147,200,0.735
344,200,148,200,0.74
345,200,160,200,0.8
346,200,154,200,0.77
347,200,147,200,0.735
348,200,160,200,0.8
349,200,159,200,0.795
350,200,154,200,0.77
351,200,146,200,0.73
352,200,137,200,0.685
353,200,132,200,0.66
354,200,142,200,0.71
355,200,144,200,0.72
356,200,145,200,0.725
357,200,139,200,0.695
358,200,138,200,0.69
359,200,141,200,0.705
360,200,157,200,0.785
361,200,140,200,0.7
362,200,142,200,0.71
363,200,143,200,0.715
364,200,145,200,0.725
365,200,151,200,0.755
366,200,150,200,0.75
367,200,152,200,0.76
368,200,156,200,0.78
369,200,149,200,0.745
370,200,141,200,0.705
371,200,152,200,0.76
372,200,144,200,0.72
373,200,146,200,0.73
374,200,141,200,0.705
375,200,144,200,0.72
376,200,146,200,0.73
377,200,146,200,0.73
378,200,154,200,0.77
379,200,154,200,0.77
380,200,147,200,0.735
381,200,155,200,0.775
382,200,150,200,0.75
383,200,147,200,0.735
384,200,150,200,0.75
385,200,150,200,0.75
386,200,152,200,0.76
387,200,149,200,0.745
388,200,155,200,0.775
389,200,150,200,0.75
390,200,147,200,0.735
391,200,147,200,0.735
392,200,152,200,0.76
393,200,145,200,0.725
394,200,159,200,0.795
395,200,158,200,0.79
396,200,153,200,0.765
397,200,153,200,0.765
398,200,151,200,0.755
399,200,157,200,0.785
