Frame,Num_Receptors,LargestClusterSize,Fraction
174,50,40,0.8
175,50,36,0.72
176,50,43,0.86
177,50,41,0.82
178,50,39,0.78
179,50,43,0.86
180,50,39,0.78
181,50,40,0.8
182,50,45,0.9
183,50,37,0.74
184,50,41,0.82
185,50,37,0.74
186,50,32,0.64
187,50,38,0.76
188,50,37,0.74
189,50,37,0.74
190,50,36,0.72
191,50,36,0.72
192,50,41,0.82
193,50,39,0.78
194,50,39,0.78
195,50,34,0.68
196,50,33,0.66
197,50,30,0.6
198,50,31,0.62
199,50,28,0.56
200,50,37,0.74
201,50,38,0.76
202,50,35,0.7
203,50,36,0.72
204,50,34,0.68
205,50,34,0.68
206,50,40,0.8
207,50,32,0.64
208,50,36,0.72
209,50,36,0.72
210,50,33,0.66
211,50,37,0.74
212,50,38,0.76
213,50,38,0.76
214,50,41,0.82
215,50,37,0.74
216,50,30,0.6
217,50,33,0.66
218,50,37,0.74
219,50,35,0.7
220,50,34,0.68
221,50,36,0.72
222,50,37,0.74
223,50,40,0.8
224,50,37,0.74
225,50,32,0.64
226,50,41,0.82
227,50,39,0.78
228,50,39,0.78
229,50,39,0.78
230,50,37,0.74
231,50,35,0.7
232,50,28,0.56
233,50,33,0.66
234,50,41,0.82
235,50,46,0.92
236,50,40,0.8
237,50,41,0.82
238,50,35,0.7
239,50,39,0.78
240,50,37,0.74
241,50,40,0.8
242,50,32,0.64
243,50,33,0.66
244,50,34,0.68
245,50,36,0.72
246,50,36,0.72
247,50,31,0.62
248,50,39,0.78
249,50,39,0.78
250,50,38,0.76
251,50,38,0.76
252,50,31,0.62
253,50,34,0.68
254,50,40,0.8
255,50,34,0.68
256,50,38,0.76
257,50,37,0.74
258,50,37,0.74
259,50,38,0.76
260,50,43,0.86
261,50,35,0.7
262,50,37,0.74
263,50,31,0.62
264,50,38,0.76
265,50,40,0.8
266,50,37,0.74
267,50,39,0.78
268,50,39,0.78
269,50,45,0.9
270,50,45,0.9
271,50,45,0.9
272,50,41,0.82
273,50,37,0.74
274,50,39,0.78
275,50,35,0.7
276,50,33,0.66
277,50,37,0.74
278,50,36,0.72
279,50,35,0.7
280,50,41,0.82
281,50,42,0.84
282,50,37,0.74
283,50,39,0.78
284,50,39,0.78
285,50,38,0.76
286,50,36,0.72
287,50,35,0.7
288,50,38,0.76
289,50,35,0.7
290,50,35,0.7
291,50,38,0.76
292,50,37,0.74
293,50,37,0.74
294,50,31,0.62
295,50,30,0.6
296,50,34,0.68
297,50,30,0.6
298,50,36,0.72
299,50,30,0.6
300,50,35,0.7
301,50,34,0.68
302,50,37,0.74
303,50,39,0.78
304,50,41,0.82
305,50,37,0.74
306,50,41,0.82
307,50,42,0.84
308,50,38,0.76
309,50,36,0.72
310,50,31,0.62
311,50,32,0.64
312,50,28,0.56
313,50,26,0.52
314,50,31,0.62
315,50,33,0.66
316,50,35,0.7
317,50,32,0.64
318,50,27,0.54
319,50,35,0.7
320,50,32,0.64
321,50,39,0.78
322,50,42,0.84
323,50,38,0.76
324,50,40,0.8
325,50,38,0.76
326,50,36,0.72
327,50,36,0.72
328,50,35,0.7
329,50,34,0.68
330,50,33,0.66
331,50,34,0.68
332,50,35,0.7
333,50,36,0.72
334,50,33,0.66
335,50,37,0.74
336,50,29,0.58
337,50,34,0.68
338,50,34,0.68
339,50,30,0.6
340,50,41,0.82
341,50,35,0.7
342,50,35,0.7
343,50,33,0.66
344,50,38,0.76
345,50,31,0.62
346,50,28,0.56
347,50,31,0.62
348,50,34,0.68
349,50,39,0.78
350,50,38,0.76
351,50,38,0.76
352,50,37,0.74
353,50,34,0.68
354,50,38,0.76
355,50,37,0.74
356,50,31,0.62
357,50,42,0.84
358,50,37,0.74
359,50,34,0.68
360,50,34,0.68
361,50,30,0.6
362,50,40,0.8
363,50,46,0.92
364,50,44,0.88
365,50,40,0.8
366,50,36,0.72
367,50,41,0.82
368,50,34,0.68
369,50,41,0.82
370,50,39,0.78
371,50,41,0.82
372,50,41,0.82
373,50,43,0.86
374,50,42,0.84
375,50,37,0.74
376,50,39,0.78
377,50,45,0.9
378,50,43,0.86
379,50,43,0.86
380,50,41,0.82
381,50,40,0.8
382,50,38,0.76
383,50,33,0.66
384,50,34,0.68
385,50,39,0.78
386,50,44,0.88
387,50,42,0.84
388,50,44,0.88
389,50,41,0.82
390,50,38,0.76
391,50,40,0.8
392,50,41,0.82
393,50,37,0.74
394,50,42,0.84
395,50,42,0.84
396,50,39,0.78
397,50,39,0.78
398,50,39,0.78
399,50,38,0.76
