Frame,Num_Receptors,Receptors_in_Cluster,Total_Receptors,Fraction_Receptors
299,50,29,50,0.58
300,50,35,50,0.7
301,50,32,50,0.64
302,50,38,50,0.76
303,50,39,50,0.78
304,50,40,50,0.8
305,50,37,50,0.74
306,50,41,50,0.82
307,50,41,50,0.82
308,50,37,50,0.74
309,50,37,50,0.74
310,50,30,50,0.6
311,50,32,50,0.64
312,50,26,50,0.52
313,50,26,50,0.52
314,50,28,50,0.56
315,50,33,50,0.66
316,50,31,50,0.62
317,50,31,50,0.62
318,50,27,50,0.54
319,50,33,50,0.66
320,50,32,50,0.64
321,50,37,50,0.74
322,50,40,50,0.8
323,50,38,50,0.76
324,50,37,50,0.74
325,50,37,50,0.74
326,50,34,50,0.68
327,50,34,50,0.68
328,50,34,50,0.68
329,50,31,50,0.62
330,50,32,50,0.64
331,50,33,50,0.66
332,50,35,50,0.7
333,50,36,50,0.72
334,50,32,50,0.64
335,50,37,50,0.74
336,50,27,50,0.54
337,50,31,50,0.62
338,50,33,50,0.66
339,50,30,50,0.6
340,50,39,50,0.78
341,50,35,50,0.7
342,50,34,50,0.68
343,50,32,50,0.64
344,50,36,50,0.72
345,50,30,50,0.6
346,50,25,50,0.5
347,50,31,50,0.62
348,50,31,50,0.62
349,50,37,50,0.74
350,50,37,50,0.74
351,50,36,50,0.72
352,50,36,50,0.72
353,50,34,50,0.68
354,50,37,50,0.74
355,50,37,50,0.74
356,50,31,50,0.62
357,50,39,50,0.78
358,50,36,50,0.72
359,50,32,50,0.64
360,50,33,50,0.66
361,50,29,50,0.58
362,50,38,50,0.76
363,50,45,50,0.9
364,50,44,50,0.88
365,50,38,50,0.76
366,50,36,50,0.72
367,50,40,50,0.8
368,50,32,50,0.64
369,50,40,50,0.8
370,50,39,50,0.78
371,50,38,50,0.76
372,50,41,50,0.82
373,50,43,50,0.86
374,50,41,50,0.82
375,50,36,50,0.72
376,50,39,50,0.78
377,50,45,50,0.9
378,50,42,50,0.84
379,50,43,50,0.86
380,50,40,50,0.8
381,50,38,50,0.76
382,50,38,50,0.76
383,50,32,50,0.64
384,50,33,50,0.66
385,50,37,50,0.74
386,50,43,50,0.86
387,50,41,50,0.82
388,50,44,50,0.88
389,50,41,50,0.82
390,50,37,50,0.74
391,50,40,50,0.8
392,50,38,50,0.76
393,50,36,50,0.72
394,50,41,50,0.82
395,50,42,50,0.84
396,50,40,50,0.8
397,50,39,50,0.78
398,50,39,50,0.78
399,50,38,50,0.76
