Frame,TotalReceptors,LargestClusterSize,FractionInCluster
278,150,143,0.9533333333333334
279,150,138,0.92
280,150,143,0.9533333333333334
281,150,141,0.94
282,150,139,0.9266666666666666
283,150,140,0.9333333333333333
284,150,147,0.98
285,150,146,0.9733333333333334
286,150,145,0.9666666666666667
287,150,144,0.96
288,150,145,0.9666666666666667
289,150,139,0.9266666666666666
290,150,144,0.96
291,150,143,0.9533333333333334
292,150,141,0.94
293,150,140,0.9333333333333333
294,150,140,0.9333333333333333
295,150,145,0.9666666666666667
296,150,140,0.9333333333333333
297,150,139,0.9266666666666666
298,150,142,0.9466666666666667
299,150,143,0.9533333333333334
300,150,141,0.94
301,150,136,0.9066666666666666
302,150,141,0.94
303,150,144,0.96
304,150,142,0.9466666666666667
305,150,139,0.9266666666666666
306,150,145,0.9666666666666667
307,150,144,0.96
308,150,148,0.9866666666666667
309,150,140,0.9333333333333333
310,150,139,0.9266666666666666
311,150,143,0.9533333333333334
312,150,145,0.9666666666666667
313,150,139,0.9266666666666666
314,150,142,0.9466666666666667
315,150,139,0.9266666666666666
316,150,145,0.9666666666666667
317,150,143,0.9533333333333334
318,150,146,0.9733333333333334
319,150,140,0.9333333333333333
320,150,141,0.94
321,150,141,0.94
322,150,145,0.9666666666666667
323,150,143,0.9533333333333334
324,150,139,0.9266666666666666
325,150,143,0.9533333333333334
326,150,143,0.9533333333333334
327,150,141,0.94
328,150,145,0.9666666666666667
329,150,144,0.96
330,150,146,0.9733333333333334
331,150,143,0.9533333333333334
332,150,141,0.94
333,150,143,0.9533333333333334
334,150,145,0.9666666666666667
335,150,141,0.94
336,150,143,0.9533333333333334
337,150,145,0.9666666666666667
338,150,148,0.9866666666666667
339,150,141,0.94
340,150,142,0.9466666666666667
341,150,141,0.94
342,150,145,0.9666666666666667
343,150,141,0.94
344,150,144,0.96
345,150,146,0.9733333333333334
346,150,138,0.92
347,150,137,0.9133333333333333
348,150,141,0.94
349,150,142,0.9466666666666667
350,150,143,0.9533333333333334
351,150,140,0.9333333333333333
352,150,138,0.92
353,150,140,0.9333333333333333
354,150,142,0.9466666666666667
355,150,138,0.92
356,150,142,0.9466666666666667
357,150,139,0.9266666666666666
358,150,146,0.9733333333333334
359,150,142,0.9466666666666667
360,150,146,0.9733333333333334
361,150,145,0.9666666666666667
362,150,142,0.9466666666666667
363,150,143,0.9533333333333334
364,150,140,0.9333333333333333
365,150,141,0.94
366,150,144,0.96
367,150,142,0.9466666666666667
368,150,140,0.9333333333333333
369,150,143,0.9533333333333334
370,150,141,0.94
371,150,143,0.9533333333333334
372,150,135,0.9
373,150,144,0.96
374,150,144,0.96
375,150,145,0.9666666666666667
376,150,140,0.9333333333333333
377,150,137,0.9133333333333333
378,150,144,0.96
379,150,143,0.9533333333333334
380,150,144,0.96
381,150,144,0.96
382,150,146,0.9733333333333334
383,150,144,0.96
384,150,144,0.96
385,150,146,0.9733333333333334
386,150,142,0.9466666666666667
387,150,145,0.9666666666666667
388,150,142,0.9466666666666667
389,150,142,0.9466666666666667
390,150,144,0.96
391,150,145,0.9666666666666667
392,150,147,0.98
393,150,138,0.92
394,150,142,0.9466666666666667
395,150,141,0.94
396,150,145,0.9666666666666667
397,150,141,0.94
398,150,142,0.9466666666666667
399,150,140,0.9333333333333333
