Frame,Num_Receptors,Receptors_in_Cluster,Total_Receptors,Fraction_Receptors
364,100,1,100,0.01
365,100,2,100,0.02
366,100,3,100,0.03
367,100,2,100,0.02
368,100,4,100,0.04
369,100,2,100,0.02
370,100,7,100,0.07
371,100,8,100,0.08
372,100,4,100,0.04
373,100,6,100,0.06
374,100,2,100,0.02
375,100,8,100,0.08
376,100,3,100,0.03
377,100,3,100,0.03
378,100,1,100,0.01
379,100,6,100,0.06
380,100,4,100,0.04
381,100,6,100,0.06
382,100,7,100,0.07
383,100,4,100,0.04
384,100,6,100,0.06
385,100,5,100,0.05
386,100,6,100,0.06
387,100,1,100,0.01
388,100,4,100,0.04
389,100,4,100,0.04
390,100,4,100,0.04
391,100,7,100,0.07
392,100,1,100,0.01
393,100,5,100,0.05
394,100,4,100,0.04
395,100,0,100,0.0
396,100,2,100,0.02
397,100,4,100,0.04
398,100,5,100,0.05
399,100,1,100,0.01
