Frame,Num_Receptors,LargestClusterSize,Fraction
268,50,3,0.06
269,50,3,0.06
270,50,3,0.06
271,50,3,0.06
272,50,3,0.06
273,50,2,0.04
274,50,3,0.06
275,50,2,0.04
276,50,2,0.04
277,50,3,0.06
278,50,2,0.04
279,50,2,0.04
280,50,3,0.06
281,50,2,0.04
282,50,3,0.06
283,50,4,0.08
284,50,3,0.06
285,50,3,0.06
286,50,3,0.06
287,50,2,0.04
288,50,3,0.06
289,50,3,0.06
290,50,2,0.04
291,50,4,0.08
292,50,2,0.04
293,50,2,0.04
294,50,3,0.06
295,50,4,0.08
296,50,3,0.06
297,50,2,0.04
298,50,3,0.06
299,50,3,0.06
300,50,2,0.04
301,50,2,0.04
302,50,3,0.06
303,50,3,0.06
304,50,2,0.04
305,50,3,0.06
306,50,2,0.04
307,50,3,0.06
308,50,3,0.06
309,50,4,0.08
310,50,3,0.06
311,50,4,0.08
312,50,2,0.04
313,50,3,0.06
314,50,3,0.06
315,50,2,0.04
316,50,2,0.04
317,50,2,0.04
318,50,3,0.06
319,50,5,0.1
320,50,3,0.06
321,50,2,0.04
322,50,2,0.04
323,50,3,0.06
324,50,2,0.04
325,50,2,0.04
326,50,3,0.06
327,50,2,0.04
328,50,3,0.06
329,50,2,0.04
330,50,2,0.04
331,50,2,0.04
332,50,2,0.04
333,50,3,0.06
334,50,3,0.06
335,50,3,0.06
336,50,3,0.06
337,50,3,0.06
338,50,2,0.04
339,50,4,0.08
340,50,3,0.06
341,50,3,0.06
342,50,3,0.06
343,50,3,0.06
344,50,4,0.08
345,50,3,0.06
346,50,3,0.06
347,50,2,0.04
348,50,2,0.04
349,50,3,0.06
350,50,3,0.06
351,50,2,0.04
352,50,3,0.06
353,50,3,0.06
354,50,2,0.04
355,50,2,0.04
356,50,2,0.04
357,50,3,0.06
358,50,3,0.06
359,50,3,0.06
360,50,2,0.04
361,50,5,0.1
362,50,3,0.06
363,50,2,0.04
364,50,3,0.06
365,50,3,0.06
366,50,3,0.06
367,50,3,0.06
368,50,2,0.04
369,50,3,0.06
370,50,2,0.04
371,50,3,0.06
372,50,2,0.04
373,50,2,0.04
374,50,2,0.04
375,50,3,0.06
376,50,2,0.04
377,50,3,0.06
378,50,3,0.06
379,50,2,0.04
380,50,2,0.04
381,50,2,0.04
382,50,2,0.04
383,50,2,0.04
384,50,2,0.04
385,50,4,0.08
386,50,2,0.04
387,50,3,0.06
388,50,3,0.06
389,50,3,0.06
390,50,3,0.06
391,50,3,0.06
392,50,4,0.08
393,50,2,0.04
394,50,2,0.04
395,50,2,0.04
396,50,2,0.04
397,50,2,0.04
398,50,2,0.04
399,50,2,0.04
